housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
24,1755,380,952,362,100,1,202600
16,1687,368,568,352,59.6725,1,83300
24,2262,471,1125,366,119.0225,1,212600
5,2087,439,840,401,137.145,1,187800
36,1480,330,796,283,109.9275,1,205700
36,1545,342,863,267,100.2725,1,192900
35,2632,537,1349,486,109.66,1,205200
30,2261,471,929,383,107.1025,1,213400
39,1670,364,957,335,128.28,1,183600
37,2141,449,1093,555,74.895,1,178400
27,3337,664,1489,607,90.91,1,219200
31,3184,636,1561,628,69.8875,1,183100
44,2341,485,1256,485,73.7675,1,157100
30,1197,280,695,279,85.9375,1,157800
34,1131,268,560,237,71.875,1,161700
38,1164,274,632,289,75.8625,1,152100
41,3495,692,1849,750,66.975,1,144900
17,2488,511,1287,538,74.805,1,179900
35,2681,546,1580,536,102.605,1,179100
19,2495,512,1571,579,64.5825,1,159900
23,1689,368,828,443,53.88,1,161400
29,1298,298,835,338,58.185,1,170400
19,2693,548,1765,724,60.515,1,137500
41,746,199,387,161,97.6575,1,178400
37,2444,503,1562,618,66.16,1,155200
42,1472,329,768,309,86.6075,1,160900
10,2227,464,1140,472,59.9325,1,167300
20,200,101,83,31,162.5,1,340000
32,1283,295,485,171,151.435,3,431000
6,2445,504,1189,573,97.395,1,301100
21,1307,299,586,249,119.5325,1,241900
5,3785,744,2240,792,82.0725,1,162500
10,2031,429,867,352,132.9225,1,299200
10,8299,1554,3827,1288,156.4475,1,315500
23,7518,1414,3827,1294,129.2525,1,216800
36,1815,390,1280,431,81.25,1,218100
30,5367,1028,2667,1047,79.49,1,170300
26,1167,274,253,137,60.49,1,275000
26,2607,533,1401,607,66.4075,1,184100
29,493,153,233,152,24.0925,1,160000
48,1252,289,673,308,58.3925,1,175000
41,1382,313,704,314,87.785,1,197500
43,500,155,273,120,82.8125,1,150000
29,2333,483,1120,540,60.105,1,205600
41,1834,394,1105,467,70.805,1,170300
43,1415,319,569,293,62.89,1,190900
37,1352,307,691,324,85.08,1,196900
37,2116,444,1109,448,63.375,1,174000
37,1976,419,1197,465,64.43,1,170200
38,1779,384,1061,400,77.405,1,180900
34,3659,721,2479,903,73.91,1,150500
31,1892,404,1162,389,78.125,1,167100
35,1958,416,1146,448,73.75,1,148900
40,1553,343,724,267,109.5,1,196400
37,2412,498,975,375,101.0425,1,191100
36,2110,443,952,370,95,1,187500
45,2179,456,1159,399,87.0975,1,180600
45,2457,506,1129,422,101.47,1,182800
44,2147,450,1175,401,104.935,1,179300
43,1676,366,924,328,90,1,179400
35,2976,599,1424,538,106.675,1,210300
34,3036,610,1366,500,105.965,1,192300
35,2472,508,1171,390,139.4925,1,198100
36,1487,332,641,243,101.705,1,196200
38,2012,426,880,332,79.335,1,181600
37,3342,664,1635,557,119.8325,1,186900
37,3156,631,1495,543,120.3125,1,188300
40,1748,378,914,317,96.69,1,184000
33,3429,680,1798,694,98.4875,1,184700
42,3592,709,1625,665,81.085,1,179900
38,1035,251,599,224,77.2925,1,167200
32,3028,608,2037,703,76.6125,1,165400
33,2431,501,1854,603,67.5475,1,154000
39,2069,436,1408,478,77.7875,1,153500
40,1340,305,766,271,86.805,1,135400
39,1160,273,725,274,55.555,1,158300
32,2015,426,1019,340,152.76,1,240700
22,3882,761,1830,743,106.8325,1,180700
27,3239,646,1469,616,81.1625,1,230600
28,2932,591,1198,624,81.0425,1,210800
38,2104,442,1039,394,96.875,1,165300
29,1694,369,690,242,151.2525,1,254200
18,3000,603,1155,415,170.5825,1,332600
23,2419,499,1066,384,158.7525,1,350000
28,2280,474,1255,587,66.7975,1,161200
21,5031,967,2461,1042,96.875,1,179300
33,1547,342,1063,356,64.0625,1,154300
31,3300,657,2181,740,75.4,1,161800
17,5018,965,3069,1299,69.235,1,161900
35,1813,390,1093,374,92.045,1,165400
37,1997,423,1349,437,53.455,1,166600
37,901,227,599,206,93.2575,1,149700
35,686,188,480,149,96.875,1,162100
33,1954,415,1293,448,76.2225,1,152600
27,2630,537,1414,634,70.5075,1,195200
35,1130,268,543,184,109.7425,1,190600
35,1184,277,572,194,117.8575,1,193800
34,656,183,342,112,117.1875,1,200600
29,2544,521,2332,603,80.2275,1,150000
36,1305,299,768,234,106.875,1,185300
36,1755,380,913,299,103.255,1,172700
35,2843,575,1726,643,77.25,1,174100
25,2538,520,1185,501,113.5425,1,194400
28,1784,385,735,278,116.5875,1,206700
31,1797,387,796,319,111.0675,1,204500
36,410,138,252,82,113.2575,1,175000
26,162,94,86,25,59.375,1,137500
18,9963,1852,5613,1946,95.4275,1,187200
35,2361,488,1727,467,113.2025,1,173600
19,862,220,407,183,108.64,1,163000
18,4335,843,2041,734,87.1525,1,331600
31,1487,332,854,301,130.78,1,197600
8,3592,709,1907,746,91.77,1,197900
40,432,142,264,77,97.1875,1,228100
34,1457,326,735,249,97.9175,1,189500
32,1578,348,836,292,97.6575,1,184200
29,2172,455,1377,408,94.7375,1,180900
36,1340,305,789,248,95,1,172000
36,1116,265,662,226,143.2725,1,177900
36,1885,403,853,271,102.8525,1,173100
36,1180,277,664,200,132.095,1,172600
30,5267,1010,4065,1113,83.6975,1,182100
23,1897,405,1109,418,78.55,1,179500
31,767,202,548,185,94.035,1,176000
33,691,189,431,149,106.25,1,192600
36,786,206,463,160,98.345,1,182700
22,5861,1116,5436,1463,62.895,1,134900
27,2784,564,2028,693,62.02,1,157600
25,4524,876,2426,862,117.7075,1,190900
37,1468,328,1038,282,104.13,1,158200
20,1655,362,857,430,88.8525,1,350000
33,1227,285,848,291,95.09,1,158200
33,1160,273,729,220,95.6475,1,146100
33,952,236,369,159,80.8275,1,226700
35,2072,437,1001,350,117.7725,1,198700
32,2964,597,1472,527,106.17,1,221200
35,1032,250,453,176,159.9,1,208500
35,657,183,328,134,95.3125,1,204200
32,1540,341,793,302,82.1425,1,193200
35,1298,298,632,204,97.3225,1,209500
36,1409,318,1002,281,93.155,1,164900
37,1383,313,808,241,100.3125,1,161400
36,1151,271,727,215,104.2975,1,187000
35,899,226,455,185,107.1425,1,190400
37,1793,387,1534,346,91.145,1,156600
17,2485,511,1139,550,67.1875,1,157300
35,1931,411,1175,337,93.23,1,168100
24,2329,483,1401,453,114.7825,1,177600
12,6711,1269,3388,1289,96.5625,1,208900
23,1939,413,841,364,84.0275,1,169200
16,1642,359,705,351,72.4275,1,163900
34,1619,355,1148,310,100.815,1,164700
35,517,158,391,107,101.705,1,156900
36,1570,347,992,249,134.11,1,168800
35,1213,282,790,243,117.5475,1,174100
27,1826,392,1016,313,141,1,206500
26,2261,471,1039,395,94.8275,1,203900
9,3666,723,2341,703,116.145,3,217000
36,1633,358,1382,338,92.35,1,159600
31,2155,451,1858,437,66.3,1,159800
32,1295,297,1156,300,87.5,1,154300
32,1295,297,1097,328,80.965,1,149600
33,1518,337,831,268,127.425,1,188600
17,3314,659,1873,602,109.6875,1,238500
22,3009,605,1640,514,115.625,1,235300
6,2605,532,1568,433,126.015,1,261400
17,5159,990,3174,817,146.76,1,234400
18,1726,375,1186,310,133.065,1,231700
16,1816,391,1367,355,105.875,1,156300
13,2578,527,1680,528,120.625,1,222000
15,2576,527,1657,410,138.045,1,254400
16,1644,360,1033,267,162.79,1,244300
16,1606,353,1117,268,151.6525,1,247000
16,3349,666,2003,488,150.185,1,236500
15,3475,688,2568,653,115.5275,1,151400
16,1893,404,1461,344,130.625,1,213700
14,1727,375,1116,273,133.57,1,243600
15,6243,1185,3163,1274,93.655,1,212500
24,2077,437,1488,389,114.3025,1,214700
18,1165,274,855,319,92.3075,1,213200
16,4371,849,2530,817,116.965,1,256000
2,838,215,240,149,71.875,1,237500
15,3052,612,2097,728,84.0425,1,178100
17,4313,839,2629,721,143.9475,1,231800
36,385,134,295,92,74.265,1,147900
10,3046,611,2056,628,97.555,1,191700
21,4342,844,2172,789,115.365,3,247600
15,3575,706,1777,559,142.98,3,283500
20,4126,805,2079,975,92.08,3,216900
31,2878,581,1276,485,155.1825,3,282500
6,4405,855,2071,688,145.3775,3,295600
14,16199,2971,8117,2847,145.805,1,281800
14,14917,2741,8012,2606,140.6925,1,269800
12,5719,1091,3436,1057,132.1975,1,231200
8,8647,1616,5019,1379,164.0375,1,318300
15,8112,1520,4576,1348,141.895,1,253400
7,10648,1975,6075,1797,152.6175,1,278200
5,1150,271,648,245,89.285,3,300000
3,14014,2579,7205,2753,152.06,1,273500
23,4332,842,2461,829,108.985,1,223400
35,1716,373,914,316,139.3425,1,214500
31,4981,958,2841,924,122.405,1,220200
24,8444,1580,4446,1491,117.445,1,240300
6,3028,608,1531,736,110.6475,1,158000
26,2068,436,1434,495,82.52,1,224200
33,1325,303,909,267,114.2175,1,177200
24,2563,525,1174,501,95.4475,1,216100
18,5505,1052,2641,971,125,3,269700
20,6462,1224,3288,1235,108.4825,3,231200
4,3746,737,1606,838,103.4675,3,162500
13,8918,1665,4518,1772,120.13,3,254000
31,1949,415,986,322,115.8725,3,196200
17,4924,948,3080,1182,79.2,3,189400
17,5133,986,3386,1339,78.315,3,220800
16,6647,1257,4649,1903,72.685,3,213800
15,5674,1083,2412,714,209.99,3,442900
21,10687,1982,4552,1520,166.195,3,333400
25,1354,308,596,220,165.725,3,352400
27,3715,731,1631,538,155.4475,3,305300
33,2095,441,941,304,144.025,3,259600
29,3517,696,1724,585,116.6025,3,248900
31,2537,520,1067,410,168.9975,3,356000
14,5106,981,2738,1108,99.7725,3,236000
23,2215,462,1278,492,107.3875,3,218800
28,2949,594,1538,545,124.0375,3,228000
18,2375,491,1252,586,65.495,3,235900
28,2312,480,1344,467,117.8375,3,203200
35,2277,473,1353,413,118.75,3,197000
26,2506,514,1273,406,135.7475,3,236400
28,2829,572,1610,540,115,3,223200
26,3179,635,2142,639,104.8675,3,222700
26,2332,483,1285,404,134.7,3,225000
18,3584,708,1673,661,98.61,3,240100
28,3046,611,1772,516,133.2075,3,227900
28,2414,498,1106,453,121.0075,3,268600
29,4133,806,2023,749,129.04,3,275100
34,2791,566,1276,468,122.9175,1,256300
27,6103,1160,3026,1134,103.9775,3,332400
32,2572,526,1128,395,125,1,287600
26,1910,408,852,357,145.8125,3,298900
27,1890,404,889,314,142.6425,1,287600
25,5405,1035,2831,923,126.0575,3,222200
26,3761,740,1776,613,113.2925,3,232600
25,3333,663,1671,504,135.8975,3,258300
23,4925,948,2530,894,127.06,3,230900
33,3994,781,2721,763,130.77,3,196900
22,5811,1107,3215,1086,110.2675,3,223500
26,4211,820,2352,734,130.99,3,223900
27,5532,1057,2855,960,118.695,3,243500
7,28258,5134,12203,3701,210.1125,3,451100
9,4909,946,1981,591,242.985,3,500001
10,7441,1400,3571,1466,129.1075,3,193100
23,4314,839,1972,623,134.5325,3,264400
26,2016,427,1105,357,152.195,3,246900
13,5377,1030,2759,760,171.7,3,337300
22,9167,1709,4319,1404,174.8,1,284800
26,3087,619,1597,483,122.795,1,217300
23,3170,634,1446,515,110.8925,1,291700
26,2145,450,1285,377,123.66,1,223800
25,4209,820,2568,703,132.205,1,223100
23,4247,827,2357,823,128.3025,1,211300
25,4458,865,2998,890,99.1675,1,218500
17,407,138,307,100,79.24,1,156300
20,6483,1228,3526,1060,127.095,1,248200
35,1867,400,1213,338,120.535,1,186000
6,2918,588,1911,639,103.515,1,178200
34,2316,480,1524,467,93.41,1,190400
31,1240,287,719,236,88.375,1,210300
16,4458,865,3038,870,126.8475,1,208000
18,1746,378,1268,404,81.4,1,183300
19,4572,885,2346,709,151.6675,1,245700
21,4280,833,2216,681,142.68,1,242200
7,6352,1204,3223,1316,124.6675,3,181700
4,7477,1406,2937,1506,128.5925,3,299400
22,4638,897,2302,687,133.675,3,219500
25,4377,850,2038,671,143.0825,3,231800
26,3816,749,1935,642,111.7425,3,221300
26,2806,568,1453,444,122.7675,3,213800
26,4822,930,2288,805,105.7025,3,206000
15,6473,1226,2484,970,125.3575,3,271100
6,8072,1513,3386,1062,181.235,3,336500
46,1280,295,512,208,128.515,4,315600
24,3166,633,1081,400,208.3425,3,500001
13,3742,736,1590,559,182.9,3,285400
18,7397,1392,3126,1115,162.485,4,323000
23,1655,362,706,219,180.5275,3,291900
3,2456,505,793,456,110.2175,3,225600
23,2179,456,926,299,148.3625,3,259600
20,1804,389,831,260,154.425,3,262900
18,3631,716,1700,520,145.425,3,257300
18,2876,581,1395,427,157.83,3,259200
12,7490,1409,3329,1136,158.4325,3,339700
23,2234,466,854,286,183.325,4,337200
22,1898,405,734,245,157.295,3,334100
16,4070,795,1543,577,163.035,4,311500
25,2244,467,937,324,161.31,4,296900
20,2948,594,1181,474,151.51,4,247900
19,2034,430,852,295,163.2125,4,300400
15,2130,447,876,285,181.5975,3,332400
7,9540,1776,3926,1229,185.8825,3,389800
29,2702,550,1360,642,77.8175,4,233000
39,522,159,161,102,62.24,4,238500
52,775,204,315,123,126.6925,4,233300
3,1565,346,769,461,52.9675,4,231300
20,1309,300,514,172,273.765,4,475800
13,5519,1055,2444,825,176.7275,3,393200
10,4337,843,1813,743,137.5,4,247200
28,1812,390,853,278,124.6975,4,229400
4,4719,911,1895,742,170.33,4,282500
14,4236,825,1833,663,140.9975,4,300600
22,3634,717,1699,640,103.9925,4,293200
27,1569,346,583,214,143.7975,4,278500
13,13182,2430,4847,1950,141.0425,4,352900
43,228,106,83,42,258.0075,4,400000
47,127,88,51,21,108.68,4,375000
13,9621,1791,4389,1391,167.0675,4,313700
4,6159,1170,2649,1241,90.5,3,139300
16,4290,835,1952,576,183.97,4,327500
26,1786,385,771,279,143.0975,4,430600
32,404,137,144,58,105.2075,4,125000
17,1671,365,729,252,152.5575,4,450000
12,5608,1071,2595,1067,99.66,4,200200
11,12070,2230,5826,2125,121.56,4,192400
25,494,153,254,85,228.8275,4,418800
22,5533,1058,2474,910,118.4025,4,216800
17,3956,775,2222,662,135.81,4,215500
12,1906,407,802,319,123.4375,4,227700
29,3433,681,1919,709,84.6025,4,184400
36,1687,368,950,372,88.83,4,158400
34,2358,488,1157,461,84.045,4,174600
35,2853,577,1761,572,108.8325,4,168400
25,6296,1194,3200,1047,113.3925,4,188400
9,3980,779,1705,679,142.67,4,256700
26,2647,540,1422,522,93.03,4,183800
35,1755,380,702,263,131.1075,4,183400
35,1864,399,1189,349,105.9025,4,177500
32,1078,258,555,197,79.64,4,186900
17,20354,3716,8768,3293,136.24,4,238900
17,3112,623,1392,680,75.555,4,172500
44,495,154,277,109,66.6675,4,179200
52,2157,452,929,419,93.2525,4,204400
41,1501,334,629,288,117.015,4,209400
20,8068,1512,3489,1259,144.7675,4,264200
6,3023,607,1225,468,159.2625,4,350000
26,2211,462,1024,321,131.6225,4,199800
26,2163,453,947,346,151.9925,4,211000
28,1773,383,804,269,121.4275,4,201100
25,1947,414,900,354,96.3075,4,193000
22,14701,2702,6693,2232,149.5,4,245000
17,1364,310,338,152,61.25,4,117600
15,2061,435,573,196,56.0425,4,97900
16,3045,611,202,102,78.75,4,140600
14,3545,701,946,411,86.5225,4,120900
13,2944,593,1091,466,75,4,119000
16,1443,324,435,181,80.0775,4,129200
17,2277,473,767,356,63.02,4,99100
18,1564,345,618,277,58.8725,4,108900
15,4403,855,1103,433,75.3125,4,111700
34,1133,268,495,187,51.25,4,68900
23,1001,244,369,157,78.125,4,96400
10,1783,385,638,262,66.25,4,116700
17,1521,338,607,240,87.5,4,123800
25,1374,311,657,288,63.69,4,97900
40,1391,314,546,214,97.7675,4,129800
13,1473,329,597,228,107.2925,4,121300
15,1248,289,529,216,83.4825,4,107200
16,1748,378,4930,287,107.5725,4,121900
28,3998,782,1614,698,70.3125,4,113400
27,3471,688,1793,600,88.77,4,99100
18,2791,566,1187,438,81.4725,4,103000
13,2084,439,834,305,82.3425,4,114200
17,5654,1079,2237,953,76.1625,4,144100
15,4221,822,1737,743,57.8125,4,128600
9,1787,385,806,306,63.125,4,157200
18,2144,450,985,381,79.375,4,118500
23,1538,341,730,267,65.195,4,116700
15,3750,738,1444,603,68.4975,4,134800
19,3267,651,1252,566,68.09,4,109900
16,1257,290,559,213,111.3275,4,144300
37,1341,305,533,242,80.3375,4,123600
12,9831,1829,4644,1775,77.855,4,112600
23,6010,1143,2710,1149,75.17,4,107300
12,7653,1438,3628,1494,77.2625,4,117800
17,5273,1011,2446,1199,48.405,4,89900
14,2351,487,1215,548,57.8875,4,102300
19,7254,1366,4030,1667,50.235,4,87300
15,10265,1906,4591,1906,76.75,4,142600
12,14631,2690,7517,3262,41.9625,4,153100
22,1707,371,822,297,91.5625,4,126600
18,1651,361,856,293,87.615,4,118300
7,1737,376,747,265,97.5,4,147000
39,568,167,267,129,45.2375,4,78100
39,1139,269,623,264,57.0825,4,85800
41,2901,585,1426,632,39.0825,4,84500
52,444,145,1107,98,85.4775,4,137500
17,3425,679,2469,758,23.4825,4,88900
13,3494,692,1571,784,27.5475,4,120200
29,4362,847,2053,1000,43.21,4,74500
43,2976,599,1181,560,56.5525,4,85100
34,3263,650,1290,594,64.375,4,130300
28,2551,523,1011,374,108.2725,4,125200
29,7744,1454,3316,1365,75.6325,4,111400
37,2236,466,974,379,80.04,4,97000
11,7212,1359,3264,1264,77.8125,4,122600
8,5690,1086,2887,1077,76.5625,4,116300
8,140,90,84,29,53.125,4,179200
44,2923,589,1371,626,57.3125,4,85800
52,677,186,379,154,41.9925,4,94800
52,502,155,311,100,38.7025,4,200000
52,857,219,520,198,24.675,4,112500
52,1457,326,802,342,23.915,4,69000
52,957,237,513,223,34.18,4,55000
52,1741,377,753,377,50.16,4,77900
18,7272,1370,5022,1524,42.2775,4,98800
52,1890,404,974,383,42.0675,4,78700
21,5051,971,2948,980,39.6575,4,81300
33,2242,467,1160,449,43.565,4,60300
42,2978,599,1879,679,37.66,4,66300
18,1222,284,708,281,50.72,4,116700
11,5103,980,2456,810,112.58,4,159700
26,2741,557,1217,437,92.5175,4,139200
16,1453,326,904,286,89.3375,4,89600
38,549,163,275,94,88.4375,4,153100
25,2202,460,1109,403,70.765,4,87500
20,3759,739,1705,600,117.8,4,158600
24,1535,340,726,272,59.5825,4,95100
20,1465,328,745,250,76.5625,4,93800
16,2867,579,1203,449,67.8575,4,95300
15,3996,782,1786,728,87.9725,4,141300
17,858,219,47,27,60.07,4,67500
22,1468,328,611,235,57.59,4,73000
14,1527,339,665,261,71.6425,4,119600
16,4591,889,1904,812,56.0475,4,93200
10,1742,377,721,312,61.3425,4,117900
11,3835,753,1456,658,63.435,4,97200
12,1958,416,875,354,58.7675,4,97600
12,3744,737,1532,660,57.6975,4,95300
11,3974,778,1610,634,65.3675,4,107700
18,2672,544,1151,532,64.175,4,102900
20,743,198,395,168,40.625,4,88300
16,2754,559,1063,543,35.12,4,86500
18,945,234,385,207,54.595,4,58000
26,1503,335,699,296,46.875,4,84000
25,1612,354,837,303,74.075,4,89500
28,1677,366,770,309,67.0575,4,93400
23,790,207,365,152,54.78,4,115200
18,2221,463,952,440,51.145,4,105700
24,1535,340,664,273,57.67,4,97300
19,2636,538,1184,465,69.6575,4,108600
20,1384,313,557,232,52.205,4,104900
19,2487,511,1110,453,77.6525,4,110200
18,1676,366,733,318,44.6875,4,103800
20,908,228,481,211,55,4,80800
23,2263,471,1138,455,58.5075,4,87300
22,2447,504,1157,556,45.6125,4,85500
31,2431,501,1026,427,63.57,4,85000
23,1759,380,788,359,45.3125,4,93500
31,1599,352,794,303,75,4,96700
22,2598,531,1151,490,70.455,4,109700
14,2063,435,934,529,44.47,4,85800
20,1173,275,523,258,26.5625,4,92800
37,1296,297,569,257,46.54,4,70500
20,1808,389,763,335,59.2775,4,121800
17,2748,558,1174,514,76.65,4,102600
17,3502,693,1763,613,74.0625,4,101200
8,2836,574,1163,512,78.25,4,168300
17,1619,355,705,285,61.5575,4,126100
17,1646,360,750,344,59.495,4,83800
19,2888,583,984,499,49.415,4,92600
15,1677,366,844,330,59.895,4,111200
15,1896,405,893,334,42.37,4,87500
17,1583,349,730,306,59.7375,4,87500
22,2828,572,986,391,72.1775,4,94700
35,632,178,221,102,59.21,4,62500
17,1483,331,481,211,37.24,4,83300
15,2490,512,1229,497,59.7925,4,85700
9,818,212,358,197,44.27,4,79500
26,1957,416,945,397,43.27,4,53600
12,1733,376,1861,415,39.4275,4,65200
15,886,224,576,205,53.6675,4,84100
14,5549,1060,1822,919,73.905,4,142300
25,848,217,436,155,97.57,4,93800
26,1652,361,790,292,76.115,4,90800
17,1554,344,553,230,80.435,4,91800
19,3720,732,1304,607,67.3025,4,97500
35,1806,389,683,295,112.89,4,91200
30,1030,250,448,159,62.0525,4,73800
24,1028,249,471,186,74.22,4,86400
33,3585,708,1887,765,62.55,4,62100
30,3085,618,1688,575,58.35,4,72200
39,1551,343,684,310,50.8925,4,57600
48,827,213,396,161,20.06,4,58300
50,1050,253,485,260,29.0175,4,51700
47,1064,256,603,190,34.135,4,57900
46,1885,403,871,347,40.88,4,53100
31,2023,428,1073,436,39.285,4,56100
25,2409,497,1384,479,49.89,4,58000
24,1865,399,1087,385,40.9725,4,56700
29,1947,414,925,337,54.145,4,57600
18,2105,443,974,385,40.865,4,63300
24,1610,354,909,323,46.6525,4,59800
23,1387,314,640,289,37.0825,4,65200
15,202,101,145,40,20.63,4,42500
26,3215,642,2041,737,26.4625,4,45100
38,1438,323,779,275,33.2225,4,39400
19,1537,341,617,274,38.2825,4,50300
29,2896,584,1809,617,45.1175,4,53800
14,1724,374,939,302,62.38,4,53900
41,461,148,284,90,55.1125,4,41800
20,2505,514,1174,429,74.9125,4,88900
33,1462,327,569,231,82.0825,4,82600
30,1217,283,677,233,66.4075,4,63600
21,2628,536,1364,468,51.1375,4,59400
18,2278,474,1185,475,34.0275,4,60600
26,1340,305,662,239,65.1775,4,57100
31,1434,322,811,289,44.3175,4,49000
15,2119,445,1079,374,58.915,4,80400
17,3659,721,1970,667,60.625,4,96200
